NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA20CA070,AccidentReport,11/11/19,Kalispell,Montana,United States,48.178611,-114.303611,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA071,AccidentReport,11/11/19,San Luis,Colorado,United States,37.064998,-105.463607,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA080,AccidentReport,11/11/19,Fitzgerald,Georgia,United States,31.683889,-83.270835,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Wildlife Encounter,Taxi,
WPR20LA028,AccidentReport,11/11/19,Metaline,Washington,United States,48.80722,-117.291946,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
GAA20CA067,AccidentReport,11/12/19,Pembroke Pines,Florida,United States,26.001111,-80.240837,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA20CA074,AccidentReport,11/12/19,FallBrook,California,United States,33.354167,-117.250831,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
ERA20LA034,AccidentReport,11/13/19,Toms River,New Jersey,United States,39.920833,-74.296112,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Midair,Landing,
ERA20LA034,AccidentReport,11/13/19,Toms River,New Jersey,United States,39.920833,-74.296112,0,0,Minor,2,Substantial,Airplane,Part 91: General aviation,,,,Personal,Midair,Landing,
WPR20LA022,AccidentReport,11/13/19,Red Rock,Arizona,United States,32.476112,-111.337776,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA20CA087,AccidentReport,11/14/19,Erwin,North Carolina,United States,35.380279,-78.732223,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
ERA20LA039,AccidentReport,11/15/19,West Liberty,Kentucky,United States,38.070835,-83.245002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA20CA086,AccidentReport,11/16/19,Sherman/Dennison,Texas,United States,33.714168,-96.674446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
WPR20LA025,AccidentReport,11/16/19,Heber City,Utah,United States,40.478889,-111.433891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Runway Excursion,Landing,
WPR20LA026,AccidentReport,11/16/19,Livermore,California,United States,37.696109,-121.819725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Banner tow,System/Component Failure - Non-power,Maneuvering,
ERA20CA036,AccidentReport,11/17/19,Venice,Florida,United States,27.067222,-82.440277,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Taxi,
GAA20CA081,AccidentReport,11/17/19,West Jefferson,Ohio,United States,39.935554,-83.236389,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA089,AccidentReport,11/17/19,DuBois,Pennsylvania,United States,41.178333,-78.898612,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Landing,
WPR20LA024,AccidentReport,11/17/19,Ogden,Utah,United States,41.184444,-112.014999,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Unknown,Initial Climb,
ERA20LA038,AccidentReport,11/18/19,College Park,Maryland,United States,38.980556,-76.922225,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA090,AccidentReport,11/19/19,Brogue,Pennsylvania,United States,39.852222,-76.486389,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Approach,
CEN20FA019,AccidentReport,11/20/19,San Marcos,Texas,United States,29.899999,-97.8525,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Initial Climb,
CEN20LA020,AccidentReport,11/22/19,Tyler,Texas,United States,32.489723,-95.481941,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
WPR20FA031,AccidentReport,11/22/19,Jackpot,Nevada,United States,41.967777,-114.64611,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
CEN20CA026,AccidentReport,11/23/19,Clear Lake,Minnesota,United States,45.440277,-93.970558,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN20CA033,AccidentReport,11/23/19,Kerrville,Texas,United States,29.830627,-95.28936,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
ERA20LA044,AccidentReport,11/23/19,Okeechobee,Florida,United States,27.260555,-80.847503,,1,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA20CA092,AccidentReport,11/23/19,Lamar,Colorado,United States,38.069721,-102.688613,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA094,AccidentReport,11/23/19,Simsbury,Connecticut,United States,41.91611,-72.776947,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Landing,
WPR20LA033,AccidentReport,11/23/19,Caldwell,Idaho,United States,43.641944,-116.635833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
CEN20LA046,AccidentReport,11/24/19,Shreveport,Louisiana,United States,32.435276,-93.816108,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Approach,
ERA20FA043,AccidentReport,11/24/19,Milton,Florida,United States,30.6375,-86.993614,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
ANC20FA005,AccidentReport,11/25/19,Blythe,California,United States,33.685278,-115.26722,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Turbulence Encounter,Maneuvering,
CEN20TA025,AccidentReport,11/25/19,Mount Pleasant,Texas,United States,33.094165,-94.961387,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
DCA20CA028,AccidentReport,11/25/19,Palmdale,California,United States,34.571109,-117.668891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Runway Excursion,Landing,
WPR20CA058,AccidentReport,11/25/19,San Diego,California,United States,32.809444,-117.136947,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR20FA034,AccidentReport,11/26/19,North Las Vegas,Nevada,United States,36.400001,-115.180831,3,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Enroute,
CEN20WA024,AccidentReport,11/27/19,Kingston,,Canada,44.281031,-76.606596,7,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
WPR20LA035,AccidentReport,11/29/19,Byron,California,United States,37.830276,-121.626113,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,System/Component Failure - Powerplant,Approach,
CEN20CA027,AccidentReport,11/30/19,Williamston,Michigan,United States,42.686111,-84.313056,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Taxi,
CEN20FA022,AccidentReport,11/30/19,Chamberlain,South Dakota,United States,43.765556,-99.337219,9,3,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
ERA20LA045,AccidentReport,11/30/19,Wrightsville,Georgia,United States,32.766666,-82.809997,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20FA023,AccidentReport,12/1/19,San Antonio,Texas,United States,29.550832,-98.499725,3,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
ERA20CA048,AccidentReport,12/1/19,Union City,Tennessee,United States,36.380001,-88.989997,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA20TA046,AccidentReport,12/2/19,Vero Beach,Florida,United States,27.645833,-80.42778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Fuel Related,Approach,
ERA20LA047,AccidentReport,12/3/19,Potts Camp,Mississippi,United States,34.64611,-89.305274,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
WPR20CA036,AccidentReport,12/3/19,Nephi,Utah,United States,39.878612,-111.857223,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN20LA029,AccidentReport,12/4/19,Baldwin City,Kansas,United States,38.836112,-95.181945,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR20CA041,AccidentReport,12/5/19,Camas,Washington,United States,45.628334,-122.39833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Collision on Takeoff or Landing,Landing,
WPR20LA040,AccidentReport,12/5/19,Pima,Arizona,United States,32.901943,-109.786666,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20TA031,AccidentReport,12/6/19,Spring Branch,Texas,United States,29.811666,-98.426109,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Runway Excursion,Takeoff,
CEN20TA030,AccidentReport,12/7/19,Omaha,Nebraska,United States,41.194721,-96.112503,,1,Serious,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN20FA034,AccidentReport,12/8/19,Flower Pot,Arizona,United States,34.479442,-111.989166,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA20LA050,AccidentReport,12/8/19,Willow Springs,Missouri,United States,36.984165,-91.955558,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA20LA051,AccidentReport,12/8/19,Naguabo,Puerto Rico,United States,18.240833,-65.696945,,1,Serious,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Enroute,
ERA20LA053,AccidentReport,12/10/19,Louisville,Kentucky,United States,38.230834,-85.657775,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR20LA038,AccidentReport,12/11/19,Phoenix,Arizona,United States,33.683612,-112.110275,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
WPR20TA039,AccidentReport,12/11/19,Riverton,Utah,United States,40.483055,-111.940551,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR20LA042,AccidentReport,12/12/19,Carlsbad,California,United States,33.146389,-117.33361,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA20LA054,AccidentReport,12/14/19,San Antonio,Texas,United States,29.377777,-98.476387,0,0,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,System/Component Failure - Powerplant,Enroute,
WPR20CA050,AccidentReport,12/14/19,Las Cruces,New Mexico,United States,32.316944,-106.774719,,,Minor,1,Substantial,Balloon,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
ANC20CA014,AccidentReport,12/15/19,Tokyo,,Japan,35.741111,139.346664,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Ground Handling,Taxi,
ERA20LA055,AccidentReport,12/15/19,New Market,Virginia,United States,38.656112,-78.70861,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Abnormal Runway Contact,Landing,
ERA20CA138,AccidentReport,12/16/19,Davenport,Florida,United States,28.254999,-81.791946,,1,Serious,1,None,Balloon,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
WPR20CA043,AccidentReport,12/16/19,Nampa,Idaho,United States,43.580001,-116.519996,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
WPR20CA045,AccidentReport,12/16/19,Lancaster,California,United States,34.738609,-118.216392,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Taxi,
WPR20CA046,AccidentReport,12/17/19,Visalia,California,United States,36.325,-119.398887,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
WPR20CA046,AccidentReport,12/17/19,Visalia,California,United States,36.325,-119.398887,,,None,2,Minor,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
CEN20LA036,AccidentReport,12/18/19,Starkville,Mississippi,United States,33.39389,-88.852775,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN20LA043,AccidentReport,12/18/19,Harrison,Ohio,United States,39.259166,-84.774444,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Fuel Related,Approach,
WPR20CA048,AccidentReport,12/18/19,Caldwell,Idaho,United States,43.64389,-116.636947,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN20LA037,AccidentReport,12/19/19,Beeville,Texas,United States,28.3675,-97.796386,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
ENG20WA035,AccidentReport,12/19/19,Moruya,,Australia,-35.897777,150.144439,,1,Serious,1,Substantial,Airplane,"Non-U.S., non-commercial",,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA20CA090,AccidentReport,12/19/19,Hickory Valley,Tennessee,United States,35.181667,-89.103889,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN20CA039,AccidentReport,12/20/19,Delaware,Ohio,United States,40.279724,-83.114723,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
ERA20LA057,AccidentReport,12/20/19,Florida,Massachusetts,United States,42.663055,-73.017219,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20FA038,AccidentReport,12/21/19,Evansville,Indiana,United States,38.095832,-87.540557,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN20LA042,AccidentReport,12/21/19,Rush City,Minnesota,United States,45.697223,-92.952224,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Takeoff,
ERA20CA058,AccidentReport,12/21/19,Gainesville,Florida,United States,29.651666,-82.324165,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Bird Strike,Initial Climb,
WPR20FA049,AccidentReport,12/21/19,Goodyear,Arizona,United States,33.39722,-112.39833,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Navigation Error,Approach,
ERA20CA059,AccidentReport,12/22/19,Mayaguez,Puerto Rico,United States,18.210556,-67.159164,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
WPR20CA056,AccidentReport,12/22/19,Lake Havasu,Arizona,United States,34.439998,-114.345558,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20CA040,AccidentReport,12/23/19,Pineville,Louisiana,United States,31.342222,-92.443611,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN20CA059,AccidentReport,12/23/19,Xenia,Ohio,United States,39.690834,-83.992774,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Landing,
ERA20CA111,AccidentReport,12/23/19,Hanson,Massachusetts,United States,42.02861,-70.839721,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Collision on Takeoff or Landing,Approach,
WPR20CA052,AccidentReport,12/23/19,Chandler,Arizona,United States,33.269165,-111.811111,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Taxi,
ERA20CA110,AccidentReport,12/24/19,Cortland,New York,United States,42.592777,-76.214996,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Collision on Takeoff or Landing,Takeoff,
ERA20LA070,AccidentReport,12/24/19,Concord,North Carolina,United States,35.400001,-80.623611,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Landing,
ERA20LA080,AccidentReport,12/24/19,Suffolk,Virginia,United States,36.649723,-76.512496,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Maneuvering,
ERA20CA078,AccidentReport,12/26/19,Ormond Beach,Florida,United States,29.301111,-81.113891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
WPR20FA051,AccidentReport,12/27/19,Santa Monica,California,United States,34.013332,-118.452224,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fire - Non-Impact,Standing,
CEN20MA044,AccidentReport,12/28/19,LAFAYETTE,Louisiana,United States,30.176111,-92.007499,5,2,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Executive/Corporate,Unknown,Takeoff,
ERA20LA062,AccidentReport,12/28/19,Fletcher,North Carolina,United States,35.424999,-82.531944,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
